IdVenta,IdCliente,IdProducto,Cantidad,PrecioUnitario,FechaVenta,Sucursal
2322,153,315,11,14769.32,27/04/2024,Monterrey
2377,133,303,13,15593.68,10/11/2023,Guadalajara
227,343,99,10,20690.37,NO_FECHA,Monterrey
3516,479,19,16,17125.89,11/12/2024,Guadalajara
1833,309,277,3,15233.72,15/01/2024,Puebla
3087,643,372,6,8146.29,27/04/2023,Online
826,448,104,15,-1428.72,11/03/2023,Online
136,300,428,9,-470.54,17/10/2023,Online
1693,220,14,7,17883.02,05/08/2025,Toluca Centro
2552,584,242,3,2012.4,21/01/2025,Guadalajara
1559,408,104,2,19528.33,24/10/2024,Monterrey
3209,168,174,4,22606.42,06/10/2023,Toluca Centro
2555,557,25,20,9733.59,03/05/2024,Online
1407,230,403,15,15241.15,12/04/2026,Monterrey
2822,118,292,8,163.22,02/04/2026,Guadalajara
1335,621,217,5,459.8,21/04/2026,Puebla
3347,449,174,4,1059.19,31/05/2024,Guadalajara
4522,137,127,18,14529.66,14/10/2025,Online
4596,233,144,7,22491.89,23/03/2026,Online
3881,679,411,1,16863.56,29/10/2023,Monterrey
4318,511,228,1,17516.51,12/02/2023,Puebla
2922,861,256,6,10642.97,09/03/2026,Online
3461,725,158,1,24204.39,28/09/2023,Toluca Centro
988,89,419,20,-1373.82,28/08/2023,Guadalajara
723,152,409,-14,24349.16,24/02/2023,Online
4165,75,105,11,78.27,28/10/2024,Guadalajara
347,510,132,16,5784.67,31/31/2025,Online
1606,285,91,14,14289.95,24/04/2026,Metepec
340,94,142,12,-4470.54,16/10/2024,Toluca Centro
4784,593,218,19,7289.34,27/04/2026,Monterrey
4779,731,248,4,4144.12,05/04/2025,Puebla
2898,309,231,7,24785.15,06/07/2024,Guadalajara
550,84,219,12,-3544.15,30/06/2023,Guadalajara
2732,465,49,2,11412,18/05/2023,Online
321,861,446,-5,4281.95,30/12/2023,CDMX Norte
1748,58,58,20,2696.91,29/10/2025,Puebla
1074,55,97,11,13393.77,25/08/2024,Metepec
2318,300,417,2,17823.6,14/07/2024,Metepec
4429,348,4,4,15176.23,18/08/2025,Monterrey
3652,683,349,6,12474.05,28/06/2024,CDMX Norte
4362,102,114,20,11627.63,14/04/2026,Toluca Centro
4365,873,271,15,10970.27,20/11/2024,CDMX Norte
4729,876,42,16,10199.53,30/03/2023,Puebla
2661,608,255,19,24095.82,10/02/2025,Guadalajara
1076,820,251,14,9060.53,25/03/2024,Guadalajara
2947,734,42,19,14791.05,08/08/2024,Monterrey
1794,566,167,7,20511.03,17/02/2024,Toluca Centro
4562,719,94,2,10465.45,29/06/2024,Metepec
4751,221,434,1,5344.29,29/06/2023,CDMX Norte
4184,305,209,13,12994.53,22/09/2023,Guadalajara
100,140,232,20,-777.04,08/06/2026,Online
900,152,309,3,9761.44,25/09/2025,
1364,441,238,12,2630.06,20/08/2024,CDMX Norte
2725,466,410,20,19465.08,18/06/2023,Guadalajara
4085,354,233,6,11510.05,23/02/2023,Toluca Centro
2159,854,131,1,7228.78,13/02/2023,Guadalajara
2501,563,357,16,24346.67,04/05/2026,Online
4474,414,323,1,17221.09,28/11/2025,Metepec
4061,699,413,11,5130.6,07/04/2025,Puebla
2013,776,298,3,17374.93,05/05/2025,Toluca Centro
958,780,233,17,-1739.11,10/10/2023,Metepec
3395,871,335,18,15794.31,12/04/2025,Guadalajara
2887,431,226,7,1819.52,21/03/2024,Metepec
2346,646,342,4,21824.73,16/10/2023,Monterrey
2588,612,63,6,20739.87,11/01/2025,Guadalajara
3009,693,403,15,10593.68,22/06/2025,Guadalajara
326,166,85936,16,8725.98,01/02/2024,CDMX Norte
2645,326,420,20,9537.46,02/07/2023,Online
2592,491,33,4,8068.97,24/03/2026,Toluca Centro
2916,22,210,19,3552.71,12/06/2023,Metepec
2384,200,174,17,19940.91,17/04/2026,Guadalajara
1840,39,47,8,22979.01,17/11/2025,Puebla
3687,893,12,20,9791.36,21/03/2023,Puebla
2068,623,392,12,24765.8,17/10/2024,Toluca Centro
2328,171,349,17,11836.96,02/02/2023,Puebla
3859,65,166,2,14161.23,27/01/2026,CDMX Norte
1403,680,328,18,19369.67,05/03/2026,Guadalajara
3971,201,337,5,8170.85,06/03/2024,Monterrey
133,57079,80,5,16309.71,07/08/2025,Puebla
1303,405,103,14,16198.07,03/12/2024,Guadalajara
3452,636,278,6,10664.81,17/02/2024,Toluca Centro
1376,144,439,19,3312.05,29/02/2024,Monterrey
3158,345,20,5,7148.35,15/04/2024,Guadalajara
864,500,194,11,1087.69,10/08/2024,
2892,486,440,19,20512.13,22/12/2023,Metepec
4641,894,424,7,14076.91,19/11/2025,CDMX Norte
482,20,82173,8,12894.66,13/05/2026,Toluca Centro
1921,331,83,1,22343.22,30/07/2025,Guadalajara
3656,290,212,10,2967.04,30/03/2025,Metepec
1028,794,84320,13,12133.58,14/12/2024,Metepec
4339,158,255,17,7427.29,29/04/2024,Guadalajara
1201,27,300,16,6754.23,08/03/2024,Monterrey
1503,109,439,2,7920.66,29/03/2025,Monterrey
3944,101,205,5,12175.66,06/08/2024,Online
2937,544,75,18,2240.41,28/02/2025,Monterrey
2521,282,275,3,14299.74,15/04/2025,CDMX Norte
384,454,119,19,1493.98,20/04/2023,
3662,83,278,14,5197.59,23/01/2023,Toluca Centro
1523,206,129,6,20599.32,16/02/2023,Monterrey
573,749,353,-5,7436.98,23/02/2025,Puebla
2557,387,241,18,22995.37,31/05/2025,Puebla
1656,525,264,15,19902.7,09/02/2026,Puebla
865,58637,303,10,12557.46,18/12/2025,CDMX Norte
4648,864,121,1,24342.25,01/02/2026,Guadalajara
1389,397,76,3,5955,15/03/2025,Monterrey
1286,715,265,4,23477.67,15/01/2024,Puebla
336,464,283,6,10169.63,30/10/2023,
4148,425,123,9,5298.09,28/08/2023,Online
4290,463,45,13,10193.34,03/06/2023,Toluca Centro
3598,136,214,8,18802.4,06/06/2023,Monterrey
1762,789,192,12,12129.65,03/02/2024,Online
2670,525,49,10,200.77,11/03/2026,Puebla
3666,590,154,13,16630.47,10/09/2024,Online
730,488,43,13,-517.19,31/05/2026,Metepec
3153,667,154,5,10340.52,06/02/2024,Metepec
1040,193,87678,7,5146.08,04/12/2024,Guadalajara
3255,394,66,11,13967.91,28/05/2025,Puebla
4760,135,171,19,17460.52,15/02/2023,CDMX Norte
4664,731,16,7,5603.99,27/05/2023,Puebla
4700,193,246,5,1724.3,07/04/2026,Monterrey
971,85,77,2,11318.33,2025-02-30,CDMX Norte
4343,886,216,10,1250.47,16/03/2024,Metepec
1120,484,89,15,22732.97,14/12/2025,CDMX Norte
4787,431,148,15,16135.58,30/06/2023,Monterrey
4349,772,141,2,19543.12,21/05/2023,Guadalajara
2477,224,166,16,7579.06,04/07/2024,Monterrey
3029,108,308,6,17724.91,15/04/2026,Puebla
870,819,295,17,10120.24,25/04/2023,
3693,37,174,20,22447.93,31/08/2025,Metepec
461,276,256,18,4741.48,31/31/2025,Puebla
4532,240,133,1,23487.37,10/04/2026,Monterrey
3271,442,5,18,18284.8,09/04/2023,Online
1926,519,239,19,21589.46,17/03/2026,Metepec
4789,46,225,17,16600.87,21/06/2024,Monterrey
2812,646,291,19,719.06,02/12/2025,Metepec
4472,636,209,5,7529.95,02/02/2023,Puebla
39,35,298,-3,14117.64,19/02/2024,Toluca Centro
1165,664,399,4,18743.77,06/10/2023,Toluca Centro
2173,203,367,16,9617.79,08/02/2023,Puebla
3727,750,365,3,9966.76,17/01/2025,Metepec
2231,201,282,1,2152.05,01/12/2024,Metepec
174,650,375,2,1551.49,17/03/2024,
756,350,417,10,21475.13,16/04/2026,
3990,166,148,19,6952.77,13/07/2025,Online
2550,813,112,11,17734.62,14/04/2024,CDMX Norte
5,660,251,7,7092.96,2025-02-30,Metepec
3124,339,202,4,16194.99,24/08/2023,Puebla
2254,61,6,7,4216.88,23/08/2025,Toluca Centro
2978,98,400,17,8688.45,17/05/2023,Guadalajara
402,309,7,19,1346.78,01/01/2025,
3080,821,305,14,1173.01,09/07/2024,Online
2084,289,75,4,1113.78,03/03/2025,Puebla
4312,115,23,3,10551.19,22/02/2026,Monterrey
802,129,255,12,-3815.5,09/09/2025,Toluca Centro
642,97,445,9,17378.84,24/01/2024,
3531,409,442,3,17549.02,10/05/2024,Toluca Centro
3332,833,385,10,19025.86,29/05/2026,Guadalajara
1016,438,82540,11,14250.68,16/11/2025,Monterrey
4653,364,414,17,17929.47,05/02/2025,Guadalajara
103,57481,326,12,12157.82,17/03/2026,CDMX Norte
1108,549,260,5,24803.18,12/07/2023,CDMX Norte
1676,491,243,18,5568.91,01/11/2025,Puebla
2052,355,60,4,10946.15,21/04/2023,Puebla
2943,691,425,14,14508.89,01/04/2024,CDMX Norte
619,59856,244,18,21980.85,09/11/2024,Monterrey
2740,288,290,16,13278.5,15/11/2023,Puebla
216,890,12,5,6382.07,17/11/2024,
4401,409,106,19,10847.41,15/11/2023,Toluca Centro
769,52092,410,9,24891.62,28/04/2026,CDMX Norte
143,453,114,2,15270.62,2026-13-01,Online
233,236,195,19,6909.7,2026-13-01,Online
3360,131,101,12,9252.71,23/10/2025,Online
1166,826,185,13,21260.52,23/12/2024,Toluca Centro
1096,206,192,18,22434.27,24/02/2025,Monterrey
4103,205,188,18,23574.93,24/12/2025,Toluca Centro
57,68,441,-12,8595.55,09/10/2023,Metepec
2236,328,446,4,22882.48,06/07/2025,CDMX Norte
119,693,174,14,17880.96,2026-13-01,CDMX Norte
4643,359,198,17,17465.3,13/04/2024,Puebla
1563,221,139,17,11274.84,08/11/2023,CDMX Norte
4099,621,264,14,12844.94,18/08/2025,Monterrey
1324,753,238,7,18469.14,21/02/2026,Puebla
284,557,84192,8,15984.08,08/05/2024,Metepec
2302,574,284,4,21073.33,19/03/2024,Guadalajara
1099,232,382,5,1565.54,11/07/2025,CDMX Norte
12,266,267,9,416.26,01/01/2024,
2511,705,384,12,23168.18,20/02/2023,Guadalajara
670,552,365,14,-224.59,19/02/2024,Online
4459,579,312,10,23103.42,23/08/2023,Toluca Centro
4032,53,262,10,9221.79,12/05/2025,Metepec
832,442,144,17,-2335.72,08/02/2024,Online
3305,193,342,6,21095.02,09/01/2024,Puebla
651,645,260,-11,8019.65,16/01/2024,Puebla
4731,206,343,18,22444.89,21/09/2025,Metepec
2799,6,413,1,5432.05,20/08/2023,Online
85,59166,236,20,11242.07,27/01/2025,Monterrey
3568,123,275,8,16588.57,08/03/2023,Metepec
3304,35,136,18,5442.42,19/12/2024,Toluca Centro
4768,371,105,4,6584.69,19/10/2024,Guadalajara
1608,439,355,12,17720.95,31/08/2024,CDMX Norte
3569,320,132,7,22523.22,06/05/2025,Guadalajara
646,329,54,16,-876.56,01/02/2026,Guadalajara
1192,278,50,2,14179.05,14/05/2026,Puebla
113,299,133,13,18748.04,31/31/2025,CDMX Norte
4426,425,414,3,8341.58,16/07/2023,Monterrey
512,261,84221,10,1963.15,20/08/2024,Monterrey
2648,745,345,19,11296.66,03/01/2026,Guadalajara
3770,468,62,4,2762.72,10/04/2023,CDMX Norte
1773,295,130,11,11310.08,03/02/2023,Puebla
4669,220,60,4,20630.62,05/02/2024,Toluca Centro
1413,699,289,6,19702.09,13/08/2023,Guadalajara
1477,317,195,7,22148.44,15/05/2024,Guadalajara
1176,545,128,16,24870.34,22/10/2024,Metepec
4809,344,136,11,4435.14,26/11/2025,Monterrey
3513,764,59,11,2377.07,05/09/2023,CDMX Norte
4049,340,430,18,12859.45,15/07/2024,Monterrey
4157,70,135,15,10485.34,20/07/2024,Online
3680,797,302,6,4781.73,20/03/2025,Online
3484,617,351,12,24334.14,14/09/2023,Monterrey
1141,737,449,16,20134.25,13/05/2026,Puebla
2753,660,312,2,6067.55,08/11/2024,Toluca Centro
4548,300,141,19,20813.32,25/07/2023,Guadalajara
4039,607,193,9,11187.1,25/12/2025,Puebla
1779,468,104,13,4043.48,20/12/2023,Metepec
2361,41,270,2,11292.3,19/09/2024,Monterrey
2471,55,154,6,18623.26,07/06/2024,CDMX Norte
214,289,214,9,-2707.29,04/05/2025,Puebla
4490,324,300,2,21777.44,28/09/2023,Toluca Centro
1548,785,50,10,5220.23,24/10/2025,Puebla
2583,396,417,16,23362.98,18/07/2025,Online
4716,210,21,19,1211.16,29/06/2025,Toluca Centro
954,774,229,16,5957.94,14/09/2025,
3804,373,285,17,17441.93,21/10/2023,CDMX Norte
4368,762,120,15,5525.33,19/06/2025,Puebla
2549,42,193,3,20923.21,21/10/2025,CDMX Norte
2911,540,287,4,13891.36,11/05/2023,CDMX Norte
1228,594,224,14,22635.03,10/07/2025,Puebla
1298,487,389,8,22592.63,09/11/2023,Guadalajara
1898,673,405,4,10164.22,15/01/2026,CDMX Norte
4239,777,68,2,173.05,19/04/2025,Online
4677,573,347,17,23076.39,13/04/2024,CDMX Norte
1810,414,91,8,4333.64,20/08/2023,Toluca Centro
1659,183,76,4,15288.05,15/05/2023,Metepec
4304,544,351,17,6851.05,12/05/2025,Guadalajara
3508,344,156,8,23259.44,15/06/2023,Puebla
3272,330,357,12,6785.01,04/11/2025,CDMX Norte
343,51554,13,7,4272.79,20/03/2025,CDMX Norte
3201,24,56,11,16695.16,18/01/2025,CDMX Norte
2700,766,63,11,3427.92,24/07/2025,Metepec
3450,527,227,17,6174.49,14/02/2026,Guadalajara
3364,882,209,12,23658.53,28/04/2026,Guadalajara
179,428,35,1,20658.87,2025-02-30,CDMX Norte
2380,245,443,3,10343.02,01/07/2024,Guadalajara
3591,8,204,4,8143.93,08/03/2023,Puebla
3229,455,229,16,22299.95,02/10/2024,Metepec
91,55162,6,2,2004.74,29/08/2023,Guadalajara
1100,317,333,13,23240.62,21/05/2026,Online
2474,119,334,5,4144.01,08/03/2024,Monterrey
4171,238,407,1,5391.31,01/06/2026,Online
4018,522,24,14,14990.59,09/08/2025,Guadalajara
1570,776,339,14,22350.31,11/12/2023,Monterrey
4487,305,118,12,12421.61,28/05/2024,CDMX Norte
597,713,320,-7,5501.51,26/06/2023,Online
1788,568,242,16,8367.19,17/03/2025,Metepec
305,26,176,20,2743.67,31/31/2025,Online
2848,296,151,1,5820.76,18/10/2024,Puebla
4696,634,343,11,1621.76,31/01/2026,CDMX Norte
1204,324,212,11,14494.37,06/09/2024,Monterrey
3633,523,1,20,16125.82,14/02/2026,Toluca Centro
2127,647,162,5,19784.13,30/07/2023,Monterrey
2855,117,280,11,4647.14,02/01/2026,Monterrey
2798,722,38,18,19797.62,19/05/2026,Puebla
3579,22,130,15,6345.72,16/01/2025,Metepec
4027,59,303,10,3607.59,25/01/2024,CDMX Norte
63,408,306,-3,21724.56,23/10/2024,Online
861,638,334,-3,16005.1,11/11/2023,CDMX Norte
58,894,119,8,-1623.49,12/03/2023,Monterrey
2075,25,164,16,9074.67,10/05/2025,Metepec
538,733,29,5,-4872.44,10/03/2026,Online
1322,314,344,13,18319.54,10/05/2026,Online
2262,161,176,10,18925.96,19/06/2024,Metepec
2218,254,35,20,24422.65,21/06/2025,CDMX Norte
820,529,207,18,-2167.55,31/01/2026,Guadalajara
145,52962,369,5,14166.2,15/01/2023,Metepec
1272,227,247,14,15450.76,27/12/2023,CDMX Norte
1994,50,66,3,19026.98,10/08/2025,Monterrey
3684,102,313,15,23460.66,29/10/2024,Puebla
234,370,228,16,5609.91,18/01/2024,
2982,548,258,16,1082.66,28/03/2025,Guadalajara
1867,134,302,4,15150.62,15/03/2023,Guadalajara
2020,822,176,6,13263.21,23/05/2026,CDMX Norte
3252,24,421,4,17659.57,16/07/2023,Metepec
3775,773,78,10,2600.55,05/01/2023,Guadalajara
748,890,249,11,-47.02,15/09/2023,Guadalajara
4672,141,439,18,18412.19,07/05/2023,CDMX Norte
3742,881,445,3,2937.68,29/05/2025,Toluca Centro
3251,20,128,16,21065.7,26/06/2024,Online
1620,26,105,11,5662.08,06/06/2024,Monterrey
3419,9,16,10,4158.03,20/09/2023,Guadalajara
3779,761,367,2,5105.21,05/07/2023,Online
4504,565,176,20,19086.3,24/06/2023,Toluca Centro
2563,381,216,6,11694.46,13/01/2025,Online
383,486,59,18,219.96,NO_FECHA,Monterrey
785,848,297,4,12698.44,NO_FECHA,Guadalajara
1984,629,156,17,16905.79,10/09/2024,Toluca Centro
2653,75,378,1,19732.93,13/01/2023,Toluca Centro
1648,182,131,17,15678.41,16/04/2024,Monterrey
2526,254,393,5,10383.98,29/03/2024,Puebla
2939,587,85,20,12150,26/04/2023,Guadalajara
1951,644,257,14,8653.06,26/10/2024,Toluca Centro
1797,124,12,19,18799.32,11/08/2023,Monterrey
1687,173,322,2,10897.69,08/04/2026,Puebla
2872,234,58,20,4467.22,26/12/2025,Guadalajara
3623,572,149,10,422.63,29/05/2024,CDMX Norte
2349,247,355,19,14557.01,27/05/2023,CDMX Norte
1056,571,386,18,11225.99,24/09/2025,
2709,498,430,18,17468.04,10/10/2025,Monterrey
4013,126,8,2,3743.28,17/04/2025,Puebla
1809,280,156,19,23955.4,08/04/2025,Puebla
2805,597,98,4,22765.39,18/05/2026,Toluca Centro
3322,138,5,19,15182.72,26/09/2024,Online
3806,474,49,16,24126.94,05/06/2026,Metepec
4313,297,72,4,14938.29,14/11/2023,Guadalajara
866,545,87270,20,23149.84,25/11/2025,Monterrey
722,701,88211,9,4873.04,06/11/2024,Online
4203,677,294,5,7070.8,27/06/2025,Online
3766,613,95,12,22110.87,18/05/2023,Puebla
2613,424,48,8,14554.26,13/08/2025,Online
3878,798,405,1,5609.43,16/01/2024,Metepec
3629,71,70,16,22377.8,02/10/2023,CDMX Norte
91,55162,6,2,2004.74,29/08/2023,Guadalajara
109,59798,352,16,15313.45,08/09/2023,Guadalajara
401,774,349,8,17208.84,2026-13-01,Puebla
299,591,226,10,11169.13,NO_FECHA,Monterrey
1849,515,261,14,14649.66,26/04/2025,Toluca Centro
2796,895,379,2,7521.55,22/07/2024,Toluca Centro
4217,713,398,10,8886.46,30/01/2024,Metepec
1399,233,350,3,24715.86,25/09/2023,CDMX Norte
3412,828,259,3,12051.45,28/03/2023,Guadalajara
4400,466,218,7,15171.07,19/10/2023,Metepec
2726,753,208,13,3856.63,24/09/2023,Toluca Centro
3769,627,3,8,15239.98,27/11/2024,Toluca Centro
2886,588,130,4,9073,08/01/2025,Puebla
3489,238,324,15,2458.88,04/06/2025,CDMX Norte
803,695,201,7,15695.92,NO_FECHA,Metepec
161,318,430,8,541.91,NO_FECHA,Toluca Centro
3477,899,311,8,12711.81,06/01/2026,Monterrey
3299,574,77,13,4212.84,14/03/2024,Monterrey
3084,203,275,17,15779.95,28/06/2023,Guadalajara
210,726,262,8,24708.16,11/05/2024,
82,481,324,2,-272.44,27/05/2025,Monterrey
677,234,187,2,16036.35,NO_FECHA,Puebla
421,53587,178,16,9300.92,23/10/2025,Monterrey
211,52673,383,7,13886.85,13/10/2024,Monterrey
3605,371,362,9,22762.15,13/01/2026,Monterrey
1137,413,134,11,18077.88,06/07/2024,Toluca Centro
3245,137,335,13,13659.11,22/08/2024,Toluca Centro
4680,224,355,3,12280.56,23/03/2023,Guadalajara
3137,214,222,15,24032.37,06/09/2023,Online
4228,823,43,10,17975.72,26/03/2025,CDMX Norte
4482,879,290,5,21410.53,12/07/2024,Puebla
456,18,103,1,4488.63,17/11/2023,
2595,855,31,12,10815.24,18/01/2026,Guadalajara
945,140,433,-20,22308.23,07/02/2023,CDMX Norte
1321,46,290,14,7735.87,05/08/2024,Toluca Centro
2808,564,372,18,805.16,01/02/2024,Monterrey
38,680,82826,17,6376.05,03/05/2024,Puebla
3776,437,72,12,19574.45,07/12/2024,Puebla
1568,391,355,8,860.69,17/10/2025,Metepec
1981,491,252,13,7267.49,09/11/2025,Monterrey
1163,172,240,14,19859.08,05/04/2023,Online
2995,867,90,11,10512.98,20/07/2025,Guadalajara
1858,799,230,12,8201.73,31/07/2023,Puebla
5,660,251,7,7092.96,2025-02-30,Metepec
905,423,168,5,22594.78,2025-02-30,Guadalajara
1072,524,213,19,-4200.76,10/02/2024,Online
741,59,164,-17,10608.02,25/12/2023,Online
2421,745,213,5,11972.52,25/12/2024,Metepec
676,725,142,8,-3809.09,10/03/2026,Guadalajara
2745,849,374,4,2952.79,15/11/2023,Metepec
3081,196,59,13,21785.94,03/03/2025,Online
2590,656,356,6,139.36,06/04/2026,Online
4136,784,310,1,24437.74,04/02/2025,Puebla
4420,581,29,20,15895.97,08/04/2023,CDMX Norte
2596,763,70,20,9111.87,06/02/2023,Online
1815,875,42,1,4556.7,25/07/2025,Guadalajara
2332,145,220,11,23235.67,08/05/2023,CDMX Norte
3873,643,416,6,10499.81,10/11/2025,Online
3947,383,315,19,7334.55,06/05/2025,Guadalajara
604,555,320,10,-2438.48,14/11/2024,Online
919,52221,323,16,21840.58,13/11/2025,Toluca Centro
749,671,195,5,7228.73,31/31/2025,Guadalajara
3762,564,258,3,163.71,18/02/2026,Metepec
1616,206,90,17,4478.67,08/07/2023,Puebla
1584,890,42,2,14960.43,25/08/2023,Toluca Centro
3120,415,34,7,10723.46,12/01/2023,CDMX Norte
3213,815,365,9,9242.28,27/01/2025,Metepec
2919,411,300,12,8004.54,05/10/2024,Online
110,224,86389,14,13171.5,24/12/2023,CDMX Norte
1333,306,303,10,9394.19,26/08/2023,Monterrey
344,716,84966,12,10206.31,02/09/2023,CDMX Norte
1595,788,355,13,14269.33,07/07/2023,CDMX Norte
2833,367,371,4,18773.53,23/08/2025,Online
631,57878,263,14,4943.83,19/10/2024,Toluca Centro
123,309,189,-18,15855.5,27/07/2023,CDMX Norte
499,51296,401,3,5637.65,11/04/2026,Online
1247,116,50,11,23443.45,18/06/2023,Toluca Centro
215,881,111,3,16819.53,2026-13-01,Toluca Centro
632,397,83843,20,15975.69,06/01/2026,Toluca Centro
1913,251,313,8,15835.53,10/04/2023,CDMX Norte
2246,892,229,8,3639.23,20/07/2023,Guadalajara
4296,147,138,10,10232.57,27/05/2023,Online
4225,622,216,7,22926.77,24/05/2025,Puebla
3681,599,73,19,19466.55,04/12/2023,Guadalajara
1771,307,344,19,10529.9,04/02/2023,CDMX Norte
97,54772,116,16,23658.62,10/03/2023,Toluca Centro
2498,609,147,7,17143.55,30/03/2025,Guadalajara
4703,460,159,5,13128.51,25/11/2023,CDMX Norte
1947,125,297,16,12521.2,24/08/2024,Guadalajara
4238,697,96,5,5409.47,17/04/2024,Puebla
3843,264,201,14,6138.33,13/10/2023,CDMX Norte
3852,453,193,11,1517.87,13/12/2025,Toluca Centro
1706,329,199,19,10916.92,18/04/2023,Toluca Centro
3803,81,344,2,13600.53,10/05/2024,Online
4552,413,293,20,9546.16,22/07/2023,Metepec
102,826,64,4,15026.81,23/09/2024,
16,841,416,13,-2288.49,25/05/2024,CDMX Norte
303,546,356,-1,17093.31,02/07/2024,Metepec
2582,688,412,6,22848.27,18/03/2026,Guadalajara
3151,335,377,17,11888.91,24/02/2026,Online
4232,232,295,4,2173.01,20/06/2024,Puebla
95,525,160,11,16571.18,2025-02-30,Monterrey
1646,717,266,8,7059.42,23/04/2025,CDMX Norte
1351,667,133,10,11483.81,30/08/2025,Guadalajara
2412,480,337,16,1557.29,07/01/2024,Puebla
1521,721,285,14,17551.36,30/01/2026,Monterrey
4722,827,335,9,11158.61,06/08/2025,Toluca Centro
1590,869,265,8,10197.57,22/04/2026,Puebla
2174,251,300,11,23992.65,25/12/2025,Guadalajara
3863,331,297,12,2721.14,02/12/2024,Metepec
1231,631,89,10,10142.86,26/07/2023,Toluca Centro
1591,498,439,2,8162.61,21/06/2025,Monterrey
2006,796,76,5,23258.88,09/02/2023,Online
2819,349,394,8,1383.01,11/07/2023,Puebla
2698,420,176,7,20621.86,21/07/2025,Guadalajara
1369,155,401,19,4286.63,21/04/2026,Metepec
1700,203,344,8,18004.75,26/10/2023,Metepec
3207,890,27,10,10230.58,26/10/2023,Puebla
1664,540,105,8,13522.28,28/01/2026,Guadalajara
1944,198,283,17,13231.9,15/10/2025,Monterrey
661,50439,70,10,20087.41,09/08/2025,CDMX Norte
4632,659,206,18,13616.45,13/04/2024,Guadalajara
4593,701,194,17,3750.36,13/04/2024,Monterrey
1532,469,220,14,11009.31,16/12/2024,Guadalajara
1142,897,242,15,4133.2,12/06/2026,Metepec
3959,736,349,9,8380.23,23/07/2023,Toluca Centro
2652,303,302,14,17375.67,29/07/2024,Guadalajara
4223,683,380,19,9806.43,27/04/2025,Monterrey
3399,629,175,20,3538.93,24/12/2023,Puebla
2063,427,441,20,12489.95,02/06/2024,Guadalajara
6,840,227,4,7253.18,12/02/2024,
2362,525,424,3,13885.84,07/11/2025,Guadalajara
1012,827,346,14,-1509.66,20/12/2025,Online
764,788,80408,6,3627.61,16/11/2025,Monterrey
1541,798,25,1,7760.34,12/08/2025,Metepec
1047,259,125,-8,3690.42,11/12/2023,Puebla
1871,358,434,12,19447.38,05/11/2023,Online
3551,218,353,15,16798.37,29/10/2024,Toluca Centro
261,652,201,-18,9027.8,23/04/2026,CDMX Norte
3519,256,152,17,430.37,04/01/2025,Metepec
3953,130,290,1,19182.92,23/11/2025,Puebla
4268,837,428,14,21102.04,24/03/2026,Guadalajara
4012,210,109,14,7006.25,26/10/2023,Guadalajara
4112,824,363,14,6589.2,25/12/2024,CDMX Norte
1283,127,301,10,4877.5,15/04/2025,Guadalajara
2250,893,110,5,12627.68,29/04/2024,Puebla
4337,695,1,15,6579.16,24/10/2025,Online
30,461,196,6,12484.67,16/06/2024,
1326,161,342,5,16200.58,24/10/2025,Monterrey
1738,235,397,20,12187.8,03/12/2024,Guadalajara
798,690,290,6,23604.52,27/08/2023,
2993,872,115,5,16727.13,05/08/2023,CDMX Norte
1454,840,348,8,13964.82,11/07/2024,Online
251,430,106,7,5727.43,2025-02-30,Puebla
4191,228,81,3,21446.17,23/11/2025,Metepec
3938,718,313,16,15584.86,26/04/2023,Toluca Centro
3184,440,130,8,9789.18,24/04/2024,Metepec
2597,876,122,18,17981.7,15/02/2023,CDMX Norte
4090,870,126,13,12010.56,28/02/2024,Monterrey
4215,400,56,19,2014.25,13/02/2026,Puebla
543,52,348,-10,2815.11,05/09/2023,Puebla
316,122,136,1,-4343.94,10/08/2023,Toluca Centro
408,593,208,2,22057.25,11/12/2024,
3357,45,300,2,9804,24/01/2024,Metepec
519,563,85,-7,5394.67,26/04/2024,Monterrey
787,55731,29,15,6745.16,19/02/2025,CDMX Norte
3821,746,154,19,15013.24,14/10/2024,Metepec
4749,872,323,12,6549.25,24/06/2024,Monterrey
2274,361,133,7,12197.03,03/08/2024,CDMX Norte
141,462,220,-7,21407.51,09/11/2025,Metepec
1793,716,446,1,2129.83,01/02/2025,Metepec
1717,68,417,1,19268.94,27/05/2023,Toluca Centro
354,566,26,16,16571.85,17/03/2026,
1002,529,342,18,18832.69,15/03/2023,
2858,729,28,6,15859.01,08/05/2024,Toluca Centro
3965,50,363,8,11317.27,05/10/2024,Toluca Centro
4200,158,301,4,13467.86,06/08/2023,Guadalajara
4322,661,379,2,3330.9,19/03/2025,Guadalajara
4387,816,384,7,4881,17/02/2023,Toluca Centro
89,759,302,18,13731,2026-13-01,Toluca Centro
1892,504,106,10,10194.09,19/12/2025,Monterrey
2816,877,113,18,2565.26,05/02/2024,Online
1602,788,335,14,5787.71,30/09/2025,CDMX Norte
2885,74,447,16,10129.23,30/01/2024,Guadalajara
4307,330,379,10,9682.07,02/10/2023,Guadalajara
2669,779,444,4,8544.45,16/09/2023,CDMX Norte
315,588,401,-11,8545.54,27/12/2025,Online
2987,710,9,17,13682.75,07/01/2026,Metepec
1365,458,443,7,24058.4,05/02/2025,Monterrey
2618,36,7,19,2602.77,02/04/2025,Metepec
3847,222,351,14,2659.03,19/03/2025,Guadalajara
2157,683,160,8,16478.68,06/08/2025,Toluca Centro
